sum_payment_value,sum_price,total_payments,avg_review_score,payments_review_interaction,price_payments_interaction,is_discounted,sales_roll_mean_7,sales_roll_mean_30,orders_roll_mean_7,orders_roll_mean_30,year,month,day_of_week,is_weekend,state_freq_enc,city_freq_enc,order_purchase_timestamp
154.29,136.9,1,5.0,5.0,136.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.11700405265433775,0.02788588208083185,2016-10-04 15:35:35
121.13,109.9,1,1.0,1.0,109.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.15627356925211935,2016-10-04 15:44:44
121.01,89.0,1,5.0,5.0,89.0,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.009804808881648414,0.0004424734264538772,2016-10-04 16:02:18
61.64,49.9,1,5.0,5.0,49.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.15627356925211935,2016-10-04 16:05:29
74.76,59.9,1,5.0,5.0,59.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.15627356925211935,2016-10-04 16:08:52
349.40999999999997,307.25,1,1.0,1.0,307.25,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.12924246538148249,0.06920686638308142,2016-10-04 16:28:25
74.76,59.9,1,4.0,4.0,59.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.0027151778441487917,2016-10-04 16:40:07
163.2,129.8,1,1.0,1.0,129.8,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.12924246538148249,0.06920686638308142,2016-10-04 16:41:59
65.77,57.0,1,1.0,1.0,57.0,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.15627356925211935,2016-10-04 17:08:39
161.24,139.9,2,5.0,10.0,279.8,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.004354340764875655,2016-10-04 17:25:09
173.4,149.99,1,1.0,1.0,149.99,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.11700405265433775,0.0012268581369857504,2016-10-04 18:02:37
116.17,99.9,1,4.0,4.0,99.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.0037107430536700153,2016-10-04 18:07:24
115.22,86.99,1,2.0,2.0,86.99,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.00030168642712764354,2016-10-04 18:52:56
72.51,57.9,1,4.0,4.0,57.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.12924246538148249,1.0056214237588117e-05,2016-10-04 19:01:13
349.40999999999997,307.25,1,5.0,5.0,307.25,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.12924246538148249,0.06920686638308142,2016-10-04 19:25:29
40.79,19.99,1,5.0,5.0,19.99,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.03399000412304784,0.0003821361410283485,2016-10-04 19:30:28
116.99,0.0,1,1.0,1.0,0.0,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.15627356925211935,2016-10-04 19:41:32
349.40999999999997,307.25,1,5.0,5.0,307.25,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.05496726702265665,0.000170955642038998,2016-10-04 19:41:52
142.34,129.9,1,5.0,5.0,129.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.014521173359077242,2016-10-04 20:41:45
169.23,149.9,1,5.0,5.0,149.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.001116239780372281,2016-10-04 20:41:55
217.3,199.99,1,5.0,5.0,199.99,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.11700405265433775,0.003761024124857956,2016-10-04 21:25:32
89.38,69.9,1,1.0,1.0,69.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.11700405265433775,0.00029163021289005544,2016-10-04 21:32:35
349.40999999999997,307.25,1,5.0,5.0,307.25,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.12924246538148249,0.00411299162317354,2016-10-04 21:35:54
82.69,71.0,1,1.0,1.0,71.0,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.15627356925211935,2016-10-04 21:54:52
149.46,119.8,1,3.0,3.0,119.8,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.12924246538148249,0.06920686638308142,2016-10-04 22:03:46
65.46,49.9,1,3.0,3.0,49.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.009432728954857654,2016-10-04 22:15:11
108.84,79.8,1,4.0,4.0,79.8,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.050733600828632056,8.044971390070494e-05,2016-10-04 22:33:44
34.42,19.9,1,5.0,5.0,19.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.11700405265433775,8.044971390070494e-05,2016-10-04 22:43:33
338.46,299.8,1,5.0,5.0,299.8,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.0019106807051417424,2016-10-04 23:08:08
66.68,49.9,1,4.0,4.0,49.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.050733600828632056,0.015295501855371527,2016-10-04 23:26:51
196.27,179.9,1,5.0,5.0,179.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.41980671956235355,0.0009553403525708712,2016-10-04 23:39:01
60.6,44.9,1,5.0,5.0,44.9,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.11700405265433775,0.0005631479973049346,2016-10-04 23:45:54
349.40999999999997,307.25,1,5.0,5.0,307.25,0,1573.6028571428571,1573.6028571428571,10.857142857142858,10.857142857142858,2016,10,1,0,0.050733600828632056,5.028107118794059e-05,2016-10-04 23:59:01
35.86,24.9,1,1.0,1.0,24.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0006234852827304633,2016-10-05 00:32:31
77.73,0.0,1,1.0,1.0,0.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.05496726702265665,0.013867519433634014,2016-10-05 01:47:40
95.58,75.0,1,1.0,1.0,75.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.01661286592049557,0.006164459327641516,2016-10-05 07:31:49
58.41,43.89,1,5.0,5.0,43.89,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.050733600828632056,0.003077201556701964,2016-10-05 08:01:47
71.21000000000001,59.9,3,1.0,3.0,179.7,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.050733600828632056,0.0013374764935992196,2016-10-05 08:04:21
134.8,119.99,1,1.0,1.0,119.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.02788588208083185,2016-10-05 08:41:18
113.17,89.9,1,4.0,4.0,89.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.05496726702265665,0.0004625858549290534,2016-10-05 08:46:55
45.49,30.97,1,5.0,5.0,30.97,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.050733600828632056,0.0005631479973049346,2016-10-05 09:19:46
349.40999999999997,307.25,1,4.0,4.0,307.25,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.009804808881648414,9.050592813829306e-05,2016-10-05 09:46:43
270.75,249.9,1,5.0,5.0,249.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.020313552759927998,0.006958900252410977,2016-10-05 11:01:40
115.22,86.99,1,1.0,1.0,86.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.006365583612393279,2016-10-05 11:05:52
161.65,149.99,1,5.0,5.0,149.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0006938787823935801,2016-10-05 11:08:46
221.84,0.0,1,1.0,1.0,0.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.12924246538148249,0.06920686638308142,2016-10-05 11:23:13
24.52,10.0,1,5.0,5.0,10.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.12924246538148249,0.06920686638308142,2016-10-05 11:44:41
349.40999999999997,279.99,1,1.0,1.0,279.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.009120986313492422,0.002493941130921853,2016-10-05 11:54:15
71.2,59.9,2,5.0,10.0,119.8,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.12924246538148249,0.06920686638308142,2016-10-05 12:32:55
273.77,249.9,1,5.0,5.0,249.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.01661286592049557,0.006164459327641516,2016-10-05 12:34:04
349.40999999999997,307.25,1,5.0,5.0,307.25,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.007511992035478324,0.0035498436258686056,2016-10-05 12:41:38
184.87,169.9,1,5.0,5.0,169.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.02788588208083185,2016-10-05 12:44:09
108.84,79.8,1,4.0,4.0,79.8,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.0012268581369857504,2016-10-05 13:12:43
76.19,0.0,1,1.0,1.0,0.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.03657445118210798,0.005732042115425227,2016-10-05 13:22:20
349.40999999999997,307.25,1,1.0,1.0,307.25,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0004424734264538772,2016-10-05 14:16:28
98.55000000000001,79.9,2,3.0,6.0,159.8,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.020313552759927998,0.006958900252410977,2016-10-05 14:36:55
342.69,307.25,1,1.0,1.0,307.25,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.12924246538148249,0.06920686638308142,2016-10-05 14:40:44
40.86,29.9,1,5.0,5.0,29.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0024235476312587365,2016-10-05 14:49:49
315.24,294.9,1,1.0,1.0,294.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0005028107118794059,2016-10-05 15:08:00
349.40999999999997,307.25,1,5.0,5.0,307.25,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.01661286592049557,0.00013073078508864553,2016-10-05 15:17:57
75.9,59.9,1,5.0,5.0,59.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.12924246538148249,0.06920686638308142,2016-10-05 16:57:30
349.40999999999997,307.25,1,5.0,5.0,307.25,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.03657445118210798,0.00029163021289005544,2016-10-05 17:09:07
149.91,128.9,1,4.0,4.0,128.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.0005028107118794059,2016-10-05 17:11:49
60.95,49.99,1,3.0,3.0,49.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.15627356925211935,2016-10-05 17:14:27
152.12,128.9,1,5.0,5.0,128.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.05496726702265665,0.0001106183566134693,2016-10-05 17:16:17
192.19,158.99,1,1.0,1.0,158.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.02788588208083185,2016-10-05 17:21:29
117.48,0.0,1,1.0,1.0,0.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0015989380637765106,2016-10-05 18:06:48
162.39,96.91000000000001,1,2.0,2.0,96.91000000000001,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.014521173359077242,2016-10-05 19:09:33
349.40999999999997,307.25,1,5.0,5.0,307.25,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.013435102221417725,4.022485695035247e-05,2016-10-05 20:09:05
154.1,129.99,1,5.0,5.0,129.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.05496726702265665,0.0006536539254432276,2016-10-05 20:20:57
34.42,19.9,1,5.0,5.0,19.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.02788588208083185,2016-10-05 20:20:59
45.49,30.97,1,5.0,5.0,30.97,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.0004123047837411128,2016-10-05 20:36:39
73.04,0.0,1,1.0,1.0,0.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0014179262074999245,2016-10-05 21:03:33
69.63,54.9,1,5.0,5.0,54.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,2.0112428475176234e-05,2016-10-05 21:10:56
266.11,248.0,1,4.0,4.0,248.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.05496726702265665,0.002252591989219738,2016-10-05 22:24:40
38.36,22.9,1,5.0,5.0,22.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0019509055620920948,2016-10-05 22:39:46
299.84,267.0,1,1.0,1.0,267.0,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.15627356925211935,2016-10-05 22:44:13
140.99,128.7,1,1.0,1.0,128.7,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.41980671956235355,0.0008950030671453425,2016-10-05 22:49:57
123.2,101.9,1,5.0,5.0,101.9,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.021520298468438573,0.02142979254030028,2016-10-05 22:53:45
42.77,24.99,1,5.0,5.0,24.99,0,2637.4557142857143,2324.8025,17.428571428571427,15.375,2016,10,2,0,0.11700405265433775,0.02788588208083185,2016-10-05 23:14:34
69.35,49.99,1,1.0,1.0,49.99,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.05496726702265665,0.0012369143512233384,2016-10-06 00:06:17
173.77,156.97,1,1.0,1.0,156.97,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.05496726702265665,0.013867519433634014,2016-10-06 00:12:47
51.94,39.99,1,1.0,1.0,39.99,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.0024235476312587365,2016-10-06 02:53:39
129.16,99.98,1,4.0,4.0,99.98,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.11700405265433775,0.0008950030671453425,2016-10-06 07:08:15
349.40999999999997,307.25,1,5.0,5.0,307.25,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.0019106807051417424,2016-10-06 07:53:10
349.40999999999997,307.25,1,5.0,5.0,307.25,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.013435102221417725,0.0065767641113826285,2016-10-06 08:28:19
250.69,225.9,1,5.0,5.0,225.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.15627356925211935,2016-10-06 08:58:04
35.42,20.9,1,4.0,4.0,20.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.014521173359077242,2016-10-06 09:07:52
297.35,279.9,1,5.0,5.0,279.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.003248157198740962,2016-10-06 09:22:35
74.59,59.9,1,5.0,5.0,59.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.12924246538148249,0.06920686638308142,2016-10-06 09:59:13
349.40999999999997,307.25,1,5.0,5.0,307.25,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.021520298468438573,0.02142979254030028,2016-10-06 10:12:12
126.25,109.99,1,1.0,1.0,109.99,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.03657445118210798,0.0001106183566134693,2016-10-06 10:13:53
349.40999999999997,307.25,1,5.0,5.0,307.25,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.00512866926116994,2016-10-06 10:47:15
51.93,40.9,1,5.0,5.0,40.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.15627356925211935,2016-10-06 11:05:43
144.94,128.9,1,4.0,4.0,128.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.00010056214237588118,2016-10-06 11:32:00
176.23,159.9,1,2.0,2.0,159.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.003177763699077845,2016-10-06 12:21:47
127.86,109.9,1,4.0,4.0,109.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.12924246538148249,0.06920686638308142,2016-10-06 12:22:07
218.87,152.0,1,1.0,1.0,152.0,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.11700405265433775,0.0012268581369857504,2016-10-06 12:23:07
119.79,107.99,1,5.0,5.0,107.99,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.000512866926116994,2016-10-06 12:51:54
116.16,99.9,1,3.0,3.0,99.9,0,3651.445714285714,2863.49,24.571428571428573,19.333333333333332,2016,10,3,0,0.41980671956235355,0.00014078699932623364,2016-10-06 13:02:32
